10000 15 0.2 100
2089 -44.727272 -55.272728 -38.454544 -54.090908
2090 -10.000000 -6.454545 -19.181818 -5.636364
2091 -3.000000 -51.090908 -94.000000 -77.727272
2092 -39.909092 -63.909092 -76.363640 -87.000000
2093 -84.272728 -13.454545 -12.272727 -40.909092
2094 -91.000000 -99.363640 -18.636364 -46.272728
2095 -56.181820 -25.272728 -6.090909 -49.454544
2096 -69.090912 -93.909088 -80.909088 -100.000000
2097 -49.181820 -5.545455 -54.090908 -45.363636
2098 -98.181816 -59.454544 -37.090908 -1.090909
2099 -10.545455 -31.090910 -65.000000 -36.545456
2100 -81.181816 -41.272728 -23.545454 -65.363640
2101 -40.909092 -22.000000 -92.454544 -31.909090
2102 -21.272728 -11.090909 -78.181816 -63.636364
2103 -22.545454 -84.272728 -99.272728 -91.636360
2104 -78.181816 -66.363640 -77.818184 -13.545455
2105 -71.909088 -18.090910 -58.818180 -70.000000
2106 -77.545456 -95.909088 -71.090912 -74.272728
2107 -13.181818 -36.090908 -10.818182 -94.272728
2108 -63.545456 -20.454546 -45.818180 -4.454545
2109 -42.454544 -38.272728 -22.545454 -49.909092
2110 -35.545456 -86.909088 -13.545455 -44.272728
2111 -57.272728 -12.727273 -22.090910 -21.636364
2112 -79.090912 -99.909088 -35.090908 -37.090908
2113 -18.000000 -93.909088 -7.090909 -95.545456
2114 -76.000000 -78.181816 -56.000000 -75.363640
2115 -0.454545 -66.727272 -55.818180 -63.909092
2116 -87.181816 -1.636364 -54.545456 -15.818182
2117 -26.090910 -77.000000 -65.636360 -47.818180
2118 -63.909092 -79.181816 -92.090912 -21.181818
2119 -78.090912 -14.181818 -42.727272 -43.272728
2120 -0.272727 -77.818184 -80.363640 -18.272728
2121 -57.909092 -73.636360 -100.000000 -20.090910
2122 -51.818180 -55.909092 -81.636360 -38.454544
2123 -8.818182 -37.363636 -88.545456 -96.000000
2124 -25.181818 -43.000000 -98.000000 -51.181820
2125 -20.000000 -63.636364 -99.000000 -70.090912
2126 -28.909090 -77.181816 -77.363640 -7.000000
2127 -91.363640 -20.090910 -36.454544 -77.727272
2128 -84.090912 -3.000000 -96.000000 -28.181818
2129 -76.636360 -82.090912 -34.454544 -14.636364
2130 -38.000000 -16.090910 -53.000000 -33.000000
2131 -53.454544 -41.545456 -29.000000 -78.545456
2132 -70.727272 -13.181818 -15.909091 -76.909088
2133 -76.727272 -1.090909 -46.909092 -5.636364
2134 -78.272728 -24.272728 -98.818184 -55.727272
2135 -30.545454 -35.181820 -33.454544 -0.818182
2136 -24.363636 -15.636364 -29.000000 -0.909091
2137 -97.727272 -63.454544 -15.545455 -21.909090
2138 -65.727272 -54.727272 -54.909092 -19.090910
2139 -82.363640 -70.090912 -83.818184 -53.090908
2140 -83.181816 -85.909088 -29.909090 -59.909092
2141 -87.000000 -63.000000 -51.727272 -51.363636
2142 -73.454544 -36.727272 -7.090909 -4.000000
2143 -71.909088 -26.727272 -4.818182 -82.363640
2144 -42.363636 -20.000000 -83.272728 -26.181818
2145 -69.636360 -98.818184 -48.090908 -35.363636
2146 -53.454544 -89.090912 -54.454544 -35.818180
2147 -59.181820 -24.454546 -75.090912 -28.545454
2148 -10.363636 -5.000000 -74.636360 -83.454544
2149 -54.181820 -26.363636 -34.818180 -27.636364
2150 -63.000000 -28.090910 -17.818182 -21.090910
2151 -41.000000 -22.636364 -3.454545 -69.545456
2152 -28.818182 -72.909088 -95.727272 -98.454544
2153 -71.636360 -29.909090 -33.727272 -11.272727
2154 -19.000000 -74.363640 -33.272728 -64.363640
2155 -84.909088 -8.363636 -92.818184 -95.272728
2156 -99.454544 -53.636364 -64.909088 -39.818180
2157 -79.909088 -85.909088 -67.363640 -29.090910
2158 -14.000000 -85.181816 -36.363636 -55.000000
2159 -93.909088 -25.909090 -24.454546 -8.909091
2160 -98.818184 -6.363636 -7.272727 -56.636364
2161 -36.272728 -41.000000 -54.090908 -41.454544
2162 -1.545455 -87.363640 -91.909088 -86.454544
2163 -81.818184 -70.909088 -67.818184 -67.454544
2164 -24.545454 -32.727272 -7.272727 -90.636360
2165 -18.545454 -60.818180 -19.727272 -18.727272
2166 -32.090908 -42.181820 -73.636360 -26.000000
2167 -68.090912 -84.272728 -34.909092 -53.090908
2168 -90.636360 -28.363636 -9.636364 -13.000000
2169 -69.363640 -49.909092 -40.636364 -70.818184
2170 -37.181820 -32.545456 -43.454544 -5.181818
2171 -3.454545 -11.272727 -72.636360 -27.909090
2172 -43.909092 -66.090912 -18.545454 -48.636364
2173 -26.818182 -24.363636 -67.363640 -58.909092
2174 -52.727272 -27.181818 -71.090912 -20.818182
2175 -97.636360 -6.000000 -60.090908 -74.363640
2176 -20.454546 -55.909092 -87.363640 -89.818184
2177 -5.727273 -28.000000 -46.818180 -29.090910
2178 -60.454544 -90.181816 -34.272728 -50.090908
2179 -87.636360 -93.090912 -78.000000 -31.545454
2180 -59.181820 -82.636360 -66.363640 -86.000000
2181 -7.000000 -33.636364 -31.090910 -59.727272
2182 -47.000000 -2.181818 -66.727272 -30.727272
2183 -94.272728 -13.000000 -5.090909 -14.727273
2184 -68.818184 -92.454544 -90.727272 -60.727272
2185 -6.636364 -23.636364 -89.818184 -53.272728
2186 -13.818182 -10.272727 -3.272727 -1.454545
2187 -89.545456 -67.454544 -19.090910 -34.909092
2188 -50.090908 -85.454544 -7.000000 -43.272728
2189 -5.272727 -38.090908 -89.181816 -38.363636
2190 -40.181820 -42.090908 -69.090912 -20.636364
2191 -55.000000 -74.181816 -35.363636 -10.000000
2192 -52.818180 -26.090910 -70.727272 -45.636364
2193 -49.727272 -46.727272 -98.818184 -49.727272
2194 -43.181820 -88.272728 -37.272728 -32.727272
2195 -55.727272 -42.545456 -53.818180 -91.909088
2196 -14.181818 -60.818180 -21.363636 -5.545455
2197 -98.818184 -10.454545 -30.090910 -25.181818
2198 -38.727272 -99.181816 -45.818180 -79.909088
2199 -59.545456 -67.363640 -89.909088 -98.545456
2200 -93.454544 -46.818180 -44.181820 -29.272728
2201 -93.545456 -29.181818 -65.181816 -22.909090
2202 -3.636364 -88.636360 -55.636364 -45.454544
2203 -31.181818 -9.363636 -37.363636 -45.272728
2204 -56.363636 -44.909092 -37.000000 -41.363636
2205 -41.545456 -67.090912 -66.545456 -80.181816
2206 -52.454544 -98.545456 -60.090908 -98.181816
2207 -65.909088 -36.090908 -96.727272 -45.454544
2208 -82.909088 -27.090910 -74.727272 -62.545456
2209 -56.181820 -26.090910 -85.454544 -46.000000
2210 -14.636364 -27.181818 -91.454544 -45.818180
2211 -22.727272 -15.000000 -77.272728 -79.090912
2212 -59.818180 -0.454545 -20.363636 -1.363636
2213 -67.545456 -73.090912 -67.727272 -20.000000
2214 -71.545456 -13.909091 -18.181818 -37.454544
2215 -50.000000 -1.090909 -69.090912 -19.090910
2216 -28.090910 -43.818180 -81.636360 -70.454544
2217 -56.000000 -53.181820 -16.454546 -70.636360
2218 -80.363640 -7.818182 -2.636364 -89.272728
2219 -9.000000 -79.818184 -68.363640 -68.818184
2220 -66.454544 -74.909088 -70.090912 -33.909092
2221 -47.909092 -24.000000 -40.090908 -19.454546
2222 -37.909092 -44.363636 -43.090908 -87.909088
2223 -31.636364 -12.090909 -93.090912 -59.727272
2224 -42.090908 -60.909092 -16.363636 -84.272728
2225 -14.090909 -18.909090 -54.909092 -80.636360
2226 -12.909091 -57.454544 -69.909088 -21.909090
2227 -23.454546 -24.363636 -90.636360 -89.909088
2228 -99.272728 -46.909092 -10.000000 -33.363636
2229 -70.909088 -50.000000 -52.818180 -8.727273
2230 -80.545456 -82.000000 -82.818184 -12.181818
2231 -80.272728 -75.909088 -58.000000 -8.545455
2232 -36.727272 -74.363640 -92.727272 -37.000000
2233 -93.272728 -33.818180 -17.545454 -92.363640
2234 -91.272728 -73.636360 -14.181818 -0.909091
2235 -84.181816 -4.818182 -90.727272 -83.363640
2236 -37.909092 -0.727273 -16.727272 -8.818182
2237 -36.909092 -55.636364 -3.727273 -3.636364
2238 -23.818182 -86.454544 -15.727273 -90.272728
2239 -48.545456 -73.727272 -85.000000 -71.454544
2240 -34.272728 -77.727272 -8.363636 -13.636364
2241 -11.454545 -12.090909 -6.000000 -88.909088
2242 -71.909088 -20.181818 -89.727272 -56.000000
2243 -11.181818 -66.636360 -25.545454 -49.090908
2244 -53.545456 -28.454546 -44.000000 -90.363640
2245 -70.272728 -47.727272 -94.000000 -94.090912
2246 -20.363636 -95.909088 -70.545456 -68.818184
2247 -55.818180 -55.454544 -26.454546 -90.000000
2248 -19.363636 -34.818180 -89.818184 -30.818182
2249 -33.090908 -95.818184 -5.818182 -4.909091
2250 -2.090909 -81.727272 -60.909092 -99.454544
2251 -48.363636 -72.636360 -34.636364 -1.909091
2252 -1.090909 -78.636360 -78.454544 -71.272728
2253 -26.363636 -58.545456 -51.545456 -32.818180
2254 -54.454544 -8.181818 -87.818184 -10.181818
2255 -63.636364 -14.272727 -86.363640 -83.000000
2256 -35.181820 -62.363636 -99.909088 -68.272728
2257 -58.181820 -91.909088 -73.181816 -46.454544
2258 -73.636360 -20.272728 -45.818180 -22.000000
2259 -79.090912 -66.636360 -10.090909 -80.090912
2260 -45.272728 -88.454544 -37.545456 -57.818180
2261 -47.000000 -75.272728 -90.636360 -87.636360
2262 -83.454544 -78.454544 -97.818184 -33.272728
2263 -78.818184 -70.363640 -2.363636 -14.000000
2264 -32.727272 -2.272727 -82.272728 -77.000000
2265 -80.363640 -41.545456 -9.636364 -54.000000
2266 -48.000000 -41.636364 -62.181820 -13.181818
2267 -8.272727 -72.272728 -93.272728 -53.545456
2268 -46.909092 -17.000000 -11.272727 -93.909088
2269 -78.454544 -88.090912 -67.636360 -48.000000
2270 -52.636364 -51.636364 -81.272728 -31.454546
2271 -21.909090 -83.636360 -31.636364 -40.818180
2272 -72.090912 -0.090909 -17.818182 -52.454544
2273 -27.818182 -13.545455 -92.636360 -75.727272
2274 -55.181820 -54.818180 -75.090912 -63.363636
2275 -13.181818 -68.363640 -3.090909 -60.090908
2276 -71.545456 -0.545455 -40.090908 -36.181820
2277 -88.545456 -7.727273 -84.181816 -27.363636
2278 -59.363636 -51.545456 -58.818180 -81.272728
2279 -21.363636 -76.636360 -8.181818 -79.545456
2280 -76.727272 -12.181818 -18.181818 -4.454545
2281 -25.727272 -10.727273 -66.363640 -80.818184
2282 -51.727272 -41.454544 -30.363636 -64.909088
2283 -96.000000 -33.454544 -24.909090 -53.727272
2284 -33.909092 -65.000000 -89.909088 -8.636364
2285 -58.909092 -60.181820 -36.000000 -18.272728
2286 -11.727273 -81.000000 -85.636360 -19.272728
2287 -57.636364 -93.818184 -98.818184 -20.545454
2288 -6.000000 -16.909090 -25.000000 -17.818182
2289 -13.818182 -77.545456 -98.636360 -65.545456
2290 -19.000000 -15.181818 -30.363636 -1.181818
2291 -48.636364 -41.454544 -54.909092 -68.727272
2292 -92.636360 -30.909090 -77.363640 -51.545456
2293 -91.090912 -99.545456 -56.000000 -89.000000
2294 -80.545456 -41.636364 -8.272727 -24.363636
2295 -21.636364 -7.000000 -44.818180 -27.545454
2296 -10.090909 -56.000000 -31.545454 -23.909090
2297 -33.454544 -30.181818 -89.454544 -38.636364
2298 -45.363636 -19.818182 -39.727272 -80.181816
2299 -47.454544 -80.818184 -48.818180 -40.090908
2300 -97.909088 -12.363636 -77.818184 -89.000000
2301 -98.000000 -33.727272 -64.181816 -78.545456
2302 -61.545456 -72.363640 -89.000000 -83.090912
2303 -65.545456 -33.818180 -96.818184 -75.636360
2304 -76.000000 -28.363636 -99.545456 -9.454545
2305 -44.727272 -89.000000 -34.181820 -90.090912
2306 -94.909088 -60.090908 -56.454544 -28.545454
2307 -40.909092 -91.454544 -68.545456 -38.727272
2308 -89.909088 -32.545456 -13.909091 -87.909088
2309 -66.272728 -78.000000 -52.636364 -27.727272
2310 -50.363636 -41.636364 -10.818182 -15.909091
2311 -61.636364 -93.818184 -77.727272 -37.545456
2312 -22.181818 -77.272728 -33.181820 -66.909088
2313 -52.454544 -53.545456 -43.181820 -33.545456
2314 -13.636364 -99.636360 -62.000000 -40.636364
2315 -77.181816 -30.545454 -65.545456 -67.090912
2316 -49.272728 -79.454544 -41.181820 -15.454545
2317 -43.636364 -93.818184 -29.363636 -80.181816
2318 -21.545454 -26.363636 -82.272728 -69.363640
2319 -20.181818 -60.000000 -93.090912 -42.363636
2320 -37.272728 -12.363636 -9.272727 -75.818184
2321 -65.909088 -38.636364 -9.363636 -79.454544
2322 -38.272728 -71.363640 -20.090910 -1.636364
2323 -88.090912 -85.636360 -54.909092 -37.272728
2324 -51.272728 -96.090912 -38.909092 -94.818184
2325 -76.000000 -68.272728 -75.000000 -97.545456
2326 -94.636360 -43.363636 -53.090908 -14.818182
2327 -3.363636 -46.090908 -57.181820 -26.727272
2328 -58.454544 -52.636364 -2.545455 -10.545455
2329 -91.272728 -11.909091 -90.000000 -15.727273
2330 -69.363640 -96.272728 -17.272728 -57.454544
2331 -68.090912 -58.363636 -94.727272 -19.272728
2332 -54.363636 -33.636364 -0.272727 -16.545454
2333 -88.090912 -61.454544 -0.272727 -82.727272
2334 -4.818182 -53.363636 -97.545456 -8.090909
2335 -99.454544 -40.909092 -34.818180 -44.090908
2336 -79.727272 -23.545454 -54.545456 -71.000000
2337 -21.636364 -30.727272 -72.818184 -91.000000
2338 -26.909090 -76.272728 -48.363636 -95.000000
2339 -34.636364 -29.272728 -0.454545 -75.181816
2340 -49.000000 -0.727273 -91.727272 -37.090908
2341 -62.090908 -92.000000 -5.909091 -66.909088
2342 -45.272728 -3.454545 -61.181820 -30.909090
2343 -30.454546 -82.181816 -61.090908 -10.181818
2344 -5.727273 -1.818182 -67.272728 -13.454545
2345 -32.545456 -40.090908 -4.454545 -45.636364
2346 -16.363636 -39.000000 -26.727272 -37.181820
2347 -54.363636 -13.363636 -12.272727 -3.363636
2348 -14.000000 -90.181816 -26.636364 -62.272728
2349 -82.090912 -32.545456 -15.363636 -13.545455
2350 -22.090910 -76.454544 -30.636364 -52.545456
2351 -44.818180 -91.727272 -48.909092 -36.636364
2352 -79.727272 -16.181818 -50.090908 -12.181818
2353 -56.272728 -54.545456 -44.000000 -58.818180
2354 -79.636360 -56.909092 -95.909088 -34.000000
2355 -70.181816 -94.363640 -23.545454 -84.181816
2356 -84.545456 -50.181820 -32.636364 -52.818180
2357 -68.818184 -48.000000 -66.363640 -90.909088
2358 -10.636364 -83.090912 -43.454544 -55.363636
2359 -74.818184 -92.363640 -92.000000 -40.636364
2360 -94.636360 -42.090908 -52.818180 -37.090908
2361 -82.818184 -83.000000 -95.818184 -48.636364
2362 -39.818180 -77.909088 -82.636360 -10.000000
2363 -58.454544 -92.363640 -80.363640 -29.181818
2364 -28.636364 -13.000000 -81.909088 -97.454544
2365 -61.000000 -34.454544 -88.363640 -57.727272
2366 -17.545454 -18.000000 -13.090909 -78.454544
2367 -96.545456 -5.090909 -19.090910 -91.181816
2368 -33.363636 -58.090908 -28.181818 -2.363636
2369 -41.090908 -10.181818 -50.909092 -67.090912
2370 -74.272728 -33.545456 -77.090912 -18.909090
2371 -12.000000 -57.454544 -48.090908 -40.636364
2372 -56.636364 -30.000000 -38.090908 -3.727273
2373 -64.363640 -26.454546 -61.454544 -68.090912
2374 -30.636364 -74.545456 -46.545456 -27.181818
2375 -65.818184 -65.636360 -18.272728 -85.363640
2376 -23.727272 -32.636364 -87.727272 -50.909092
2377 -29.000000 -38.636364 -18.000000 -89.454544
2378 -58.272728 -95.000000 -8.363636 -70.272728
2379 -38.636364 -56.454544 -10.909091 -95.181816
2380 -86.363640 -35.181820 -85.090912 -36.909092
2381 -61.636364 -46.545456 -5.000000 -92.272728
2382 -21.090910 -37.636364 -5.636364 -73.090912
2383 -3.272727 -10.090909 -58.454544 -13.090909
2384 -28.909090 -46.181820 -64.000000 -57.909092
2385 -70.909088 -68.181816 -47.363636 -29.181818
2386 -63.181820 -55.727272 -85.636360 -87.909088
2387 -12.090909 -96.545456 -69.272728 -84.636360
2388 -17.909090 -54.363636 -7.727273 -79.545456
2389 -0.909091 -98.909088 -58.000000 -8.181818
2390 -36.545456 -49.818180 -67.454544 -39.727272
2391 -59.818180 -12.090909 -39.000000 -88.727272
2392 -44.454544 -3.000000 -32.727272 -15.363636
2393 -57.363636 -80.090912 -30.727272 -6.636364
2394 -21.909090 -16.363636 -94.545456 -20.181818
2395 -99.090912 -50.000000 -91.000000 -17.000000
2396 -4.363636 -98.727272 -82.727272 -91.454544
2397 -97.636360 -40.727272 -85.818184 -34.090908
2398 -76.636360 -53.272728 -60.000000 -36.454544
2399 -51.545456 -85.181816 -11.363636 -96.000000
2400 -74.363640 -44.090908 -11.272727 -31.727272
2401 -10.272727 -42.000000 -38.363636 -32.181820
2402 -44.454544 -19.090910 -38.545456 -43.545456
2403 -69.090912 -29.545454 -60.454544 -59.636364
2404 -28.272728 -43.181820 -51.090908 -12.090909
2405 -70.000000 -23.090910 -32.363636 -32.818180
2406 -62.545456 -78.545456 -69.272728 -14.090909
2407 -63.727272 -80.636360 -10.000000 -38.090908
2408 -10.818182 -7.454545 -55.909092 -21.090910
2409 -35.636364 -94.272728 -39.454544 -80.090912
2410 -13.272727 -78.000000 -23.545454 -82.363640
2411 -7.545455 -70.181816 -41.909092 -22.000000
2412 -99.545456 -79.181816 -34.090908 -55.727272
2413 -2.181818 -66.363640 -88.545456 -50.909092
2414 -44.909092 -44.000000 -64.909088 -8.545455
2415 -24.545454 -61.090908 -32.818180 -21.545454
2416 -68.545456 -88.727272 -28.818182 -4.181818
2417 -82.909088 -68.272728 -70.363640 -82.363640
2418 -46.272728 -80.090912 -64.727272 -40.000000
2419 -50.272728 -92.818184 -62.000000 -36.000000
2420 -58.090908 -96.090912 -91.636360 -46.454544
2421 -62.454544 -80.181816 -97.363640 -93.454544
2422 -24.090910 -62.272728 -88.181816 -34.818180
2423 -9.545455 -21.000000 -42.545456 -78.090912
2424 -9.636364 -71.363640 -68.363640 -78.727272
2425 -39.636364 -38.727272 -47.272728 -72.090912
2426 -18.818182 -12.000000 -12.090909 -55.272728
2427 -90.909088 -60.272728 -91.272728 -49.000000
2428 -56.363636 -82.909088 -95.454544 -4.909091
2429 -49.181820 -92.818184 -98.363640 -59.454544
2430 -41.181820 -86.545456 -80.454544 -50.727272
2431 -93.727272 -23.000000 -14.909091 -89.545456
2432 -94.363640 -83.272728 -54.454544 -34.000000
2433 -8.181818 -1.727273 -92.272728 -13.181818
2434 -99.818184 -4.363636 -68.454544 -90.727272
2435 -50.818180 -45.909092 -39.727272 -7.181818
2436 -14.909091 -21.363636 -98.272728 -64.090912
2437 -0.363636 -82.818184 -9.727273 -27.727272
2438 -55.545456 -90.181816 -78.363640 -49.181820
2439 -13.181818 -79.454544 -24.909090 -93.727272
2440 -48.909092 -79.272728 -13.909091 -43.272728
2441 -81.000000 -6.181818 -56.454544 -80.818184
2442 -96.727272 -11.090909 -71.545456 -47.545456
2443 -57.000000 -97.454544 -40.909092 -71.909088
2444 -5.000000 -39.090908 -22.181818 -5.272727
2445 -21.909090 -18.090910 -33.000000 -63.545456
2446 -8.272727 -97.545456 -12.727273 -7.636364
2447 -63.181820 -37.636364 -87.545456 -12.090909
2448 -3.090909 -1.454545 -55.363636 -84.000000
2449 -7.636364 -11.818182 -51.000000 -4.363636
2450 -9.090909 -8.636364 -38.090908 -66.000000
2451 -6.090909 -78.909088 -24.090910 -97.181816
2452 -18.000000 -32.363636 -88.636360 -26.090910
2453 -50.454544 -7.818182 -89.636360 -44.818180
2454 -5.272727 -88.545456 -38.636364 -68.454544
2455 -12.272727 -26.090910 -66.636360 -15.363636
2456 -13.727273 -22.000000 -99.363640 -21.272728
2457 -19.909090 -36.454544 -11.818182 -29.000000
2458 -45.090908 -49.818180 -81.181816 -51.181820
2459 -28.727272 -5.181818 -34.545456 -32.909092
2460 -23.727272 -23.181818 -59.000000 -74.181816
2461 -30.909090 -34.727272 -5.181818 -22.363636
2462 -23.272728 -29.909090 -77.000000 -21.727272
2463 -42.181820 -43.636364 -37.000000 -55.909092
2464 -65.545456 -22.545454 -63.363636 -71.636360
2465 -59.000000 -75.090912 -0.636364 -4.090909
2466 -11.090909 -67.909088 -41.363636 -26.000000
2467 -59.272728 -75.909088 -58.909092 -83.000000
2468 -85.181816 -4.090909 -43.363636 -16.090910
2469 -25.000000 -48.454544 -24.636364 -48.181820
2470 -64.545456 -1.636364 -56.090908 -6.727273
2471 -45.181820 -93.090912 -62.636364 -96.909088
2472 -15.545455 -25.909090 -68.545456 -60.727272
2473 -87.181816 -55.363636 -64.727272 -98.272728
2474 -23.272728 -92.272728 -10.454545 -82.545456
2475 -68.181816 -69.363640 -51.727272 -39.545456
2476 -59.636364 -95.000000 -41.818180 -84.545456
2477 -29.636364 -66.454544 -18.909090 -94.181816
2478 -68.000000 -75.000000 -0.909091 -99.363640
2479 -68.000000 -63.545456 -82.454544 -69.727272
2480 -75.636360 -37.181820 -16.636364 -62.818180
2481 -92.545456 -81.363640 -47.272728 -1.909091
2482 -73.636360 -57.727272 -70.636360 -27.909090
2483 -27.090910 -22.272728 -53.636364 -72.818184
2484 -3.454545 -95.363640 -57.363636 -33.090908
2485 -61.818180 -76.272728 -13.454545 -16.000000
2486 -37.454544 -14.363636 -1.545455 -5.454545
2487 -64.090912 -84.000000 -61.363636 -39.636364
2488 -21.181818 -77.909088 -88.636360 -13.636364
2489 -45.454544 -35.818180 -1.727273 -5.181818
2490 -79.727272 -58.545456 -19.272728 -92.909088
2491 -67.000000 -72.909088 -65.727272 -70.454544
2492 -68.272728 -23.090910 -89.727272 -16.181818
2493 -85.545456 -3.181818 -32.181820 -23.000000
2494 -3.727273 -33.636364 -14.545455 -53.909092
2495 -17.636364 -62.090908 -93.545456 -24.909090
2496 -26.181818 -68.363640 -24.727272 -57.727272
2497 -90.363640 -26.454546 -62.909092 -70.000000
2498 -85.000000 -68.363640 -62.909092 -51.909092
2499 -41.272728 -28.636364 -8.545455 -95.636360
2500 -37.909092 -98.181816 -98.000000 -23.454546
2501 -87.545456 -30.181818 -32.636364 -91.181816
2502 -50.000000 -47.181820 -45.090908 -53.727272
2503 -95.363640 -24.818182 -78.636360 -21.545454
2504 -79.363640 -89.545456 -79.272728 -69.636360
2505 -16.000000 -28.363636 -39.636364 -87.181816
2506 -96.727272 -88.727272 -25.272728 -24.090910
2507 -17.363636 -19.909090 -19.727272 -55.272728
2508 -18.090910 -3.909091 -64.909088 -5.636364
2509 -34.090908 -97.545456 -83.000000 -70.181816
2510 -30.818182 -14.272727 -10.090909 -26.181818
2511 -39.090908 -74.909088 -33.909092 -18.363636
2512 -64.454544 -13.090909 -74.181816 -80.454544
2513 -41.454544 -13.818182 -53.818180 -38.090908
2514 -2.545455 -65.181816 -48.363636 -6.090909
2515 -85.090912 -68.090912 -47.545456 -89.363640
2516 -58.181820 -98.636360 -81.181816 -92.272728
2517 -96.181816 -64.090912 -48.636364 -13.181818
2518 -78.363640 -58.727272 -25.545454 -3.545455
2519 -33.636364 -59.363636 -8.090909 -98.090912
2520 -72.454544 -82.272728 -64.727272 -0.090909
2521 -82.272728 -4.636364 -38.181820 -71.000000
2522 -69.818184 -86.545456 -77.090912 -41.090908
2523 -40.818180 -24.636364 -30.454546 -99.000000
2524 -9.454545 -11.636364 -77.363640 -91.818184
2525 -61.909092 -12.181818 -4.909091 -26.363636
2526 -70.818184 -16.636364 -16.090910 -90.636360
2527 -76.000000 -24.181818 -74.818184 -34.636364
2528 -92.636360 -39.545456 -34.636364 -74.909088
2529 -30.363636 -72.818184 -45.909092 -0.181818
2530 -45.454544 -9.181818 -41.272728 -72.454544
2531 -20.000000 -57.909092 -57.545456 -29.454546
2532 -69.454544 -21.090910 -21.272728 -17.545454
2533 -33.272728 -26.181818 -43.909092 -90.272728
2534 -42.727272 -46.181820 -80.818184 -4.909091
2535 -70.363640 -41.818180 -39.454544 -63.000000
2536 -67.545456 -74.090912 -24.090910 -97.818184
2537 -33.090908 -70.000000 -98.000000 -64.727272
2538 -65.363640 -25.363636 -37.090908 -85.363640
2539 -83.272728 -80.818184 -14.818182 -38.909092
2540 -1.909091 -36.000000 -56.363636 -35.181820
2541 -48.363636 -86.454544 -25.363636 -77.272728
2542 -32.545456 -92.363640 -82.090912 -2.909091
2543 -34.181820 -7.727273 -52.000000 -1.727273
2544 -81.818184 -62.272728 -99.545456 -1.090909
2545 -18.363636 -83.636360 -65.727272 -83.727272
2546 -9.000000 -89.000000 -69.000000 -78.454544
2547 -56.000000 -83.818184 -17.272728 -57.909092
2548 -6.000000 -73.636360 -79.272728 -54.272728
2549 -46.272728 -4.636364 -17.727272 -78.818184
2550 -83.181816 -99.818184 -67.818184 -17.363636
2551 -7.545455 -6.000000 -5.181818 -75.545456
2552 -68.272728 -4.727273 -62.727272 -86.636360
2553 -74.545456 -14.636364 -70.272728 -69.727272
2554 -89.818184 -25.454546 -48.090908 -45.818180
2555 -9.272727 -65.363640 -89.909088 -1.363636
2556 -25.181818 -69.181816 -41.818180 -57.636364
2557 -73.727272 -59.545456 -36.363636 -43.090908
2558 -59.272728 -90.363640 -60.363636 -53.000000
2559 -96.363640 -65.545456 -14.636364 -64.636360
2560 -56.454544 -63.545456 -37.363636 -30.909090
2561 -78.181816 -7.636364 -0.636364 -68.000000
2562 -33.090908 -34.909092 -100.000000 -28.545454
2563 -86.454544 -89.909088 -16.090910 -97.818184
2564 -59.090908 -57.909092 -55.363636 -19.000000
2565 -17.363636 -91.727272 -62.000000 -62.818180
2566 -82.090912 -22.363636 -2.000000 -64.636360
2567 -74.090912 -16.636364 -29.272728 -16.727272
2568 -66.363640 -52.818180 -33.818180 -44.545456
2569 -60.454544 -34.363636 -98.727272 -79.727272
2570 -55.454544 -98.727272 -94.363640 -41.818180
2571 -88.636360 -10.454545 -39.636364 -33.818180
2572 -54.454544 -95.000000 -52.818180 -71.818184
2573 -72.909088 -14.818182 -20.818182 -41.181820
2574 -23.363636 -22.818182 -5.818182 -83.636360
2575 -25.545454 -21.181818 -0.272727 -91.909088
2576 -74.000000 -20.272728 -36.363636 -20.545454
2577 -54.636364 -21.272728 -0.272727 -96.181816
2578 -19.909090 -80.818184 -38.000000 -94.727272
2579 -77.363640 -77.636360 -28.545454 -31.818182
2580 -58.727272 -81.272728 -89.818184 -31.636364
2581 -82.272728 -10.636364 -72.727272 -91.727272
2582 -19.636364 -78.545456 -61.545456 -45.181820
2583 -85.909088 -61.818180 -23.181818 -59.818180
2584 -82.000000 -45.727272 -80.363640 -22.818182
2585 -67.000000 -66.818184 -5.181818 -86.909088
2586 -47.545456 -43.181820 -67.727272 -11.090909
2587 -6.909091 -96.272728 -29.090910 -65.636360
2588 -63.727272 -18.909090 -97.272728 -32.090908
2589 -15.727273 -56.181820 -10.000000 -35.363636
2590 -20.818182 -71.545456 -66.636360 -6.727273
2591 -19.454546 -89.818184 -52.727272 -87.636360
2592 -35.545456 -33.090908 -10.454545 -88.727272
2593 -86.000000 -1.727273 -75.545456 -19.727272
2594 -44.909092 -29.454546 -30.818182 -51.818180
2595 -25.727272 -59.909092 -3.636364 -75.545456
2596 -65.000000 -87.000000 -7.636364 -80.727272
2597 -29.363636 -17.636364 -2.272727 -50.181820
2598 -75.363640 -68.909088 -43.000000 -94.818184
2599 -44.909092 -95.727272 -82.454544 -80.454544
2600 -14.909091 -79.000000 -69.090912 -87.090912
2601 -80.727272 -30.818182 -6.818182 -25.636364
2602 -46.454544 -23.818182 -63.545456 -72.181816
2603 -69.909088 -53.363636 -33.909092 -34.909092
2604 -40.363636 -27.727272 -1.818182 -69.636360
2605 -31.545454 -4.090909 -6.000000 -6.818182
2606 -59.090908 -35.181820 -1.636364 -4.000000
